OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
3271,GO-2017374257,1488344400000,1488344400000,2017,March,1,60,Wednesday ,4,2017.0,March,1.0,60.0,Wednesday ,4,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.5644218832744,43.7626162388108
3272,GO-2017378180,1488344400000,1481691600000,2017,March,1,60,Wednesday ,16,2016.0,December,14.0,349.0,Wednesday ,6,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.4002647963261,43.7036503245153
3273,GO-2017383325,1488430800000,1486011600000,2017,March,2,61,Thursday  ,12,2017.0,February,2.0,33.0,Thursday  ,8,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,152,East Willowdale,51,Willowdale East (51),-79.3991013871116,43.7828406692508
3274,GO-2017384631,1488430800000,1488258000000,2017,March,2,61,Thursday  ,15,2017.0,February,28.0,59.0,Tuesday   ,20,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,124,Kennedy Park,124,Kennedy Park (124),-79.2556058906817,43.7350683592968
3275,GO-2017383727,1488430800000,1459483200000,2017,March,2,61,Thursday  ,13,2016.0,April,1.0,92.0,Friday    ,14,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4497354512495,43.7173337537275
3276,GO-2017381517,1488430800000,1482987600000,2017,March,2,61,Thursday  ,7,2016.0,December,29.0,364.0,Thursday  ,22,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,155,Downsview,26,Downsview-Roding-CFB (26),-79.491426123487,43.7406035440288
3277,GO-2017383886,1488430800000,1485406800000,2017,March,2,61,Thursday  ,13,2017.0,January,26.0,26.0,Thursday  ,0,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.4218494195979,43.6724123123984
3278,GO-2017383208,1488430800000,1476158400000,2017,March,2,61,Thursday  ,15,2016.0,October,11.0,285.0,Tuesday   ,15,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,151,Yonge-Doris,51,Willowdale East (51),-79.4116642815233,43.7783600690194
3279,GO-2017383493,1488430800000,1488430800000,2017,March,2,61,Thursday  ,12,2017.0,March,2.0,61.0,Thursday  ,12,D14,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.4099430692078,43.6459907209836
3280,GO-2017386424,1488430800000,1483592400000,2017,March,2,61,Thursday  ,20,2017.0,January,5.0,5.0,Thursday  ,0,D42,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.2731493833682,43.8263612883522
3281,GO-2017382699,1488430800000,1487826000000,2017,March,2,61,Thursday  ,10,2017.0,February,23.0,54.0,Thursday  ,17,D31,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.5640697621244,43.7561166424052
3282,GO-2017390982,1488517200000,1480222800000,2017,March,3,62,Friday    ,14,2016.0,November,27.0,332.0,Sunday    ,0,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,20,Alderwood,20,Alderwood (20),-79.5300567638669,43.6123204639412
3283,GO-2017389212,1488517200000,1486962000000,2017,March,3,62,Friday    ,9,2017.0,February,13.0,44.0,Monday    ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.3615715944845,43.7024532149666
3284,GO-2017392328,1488517200000,1487739600000,2017,March,3,62,Friday    ,17,2017.0,February,22.0,53.0,Wednesday ,19,D13,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,101,Forest Hill South,101,Forest Hill South (101),-79.4124522294784,43.6848246734749
3285,GO-2017395926,1488603600000,1488603600000,2017,March,4,63,Saturday  ,9,2017.0,March,4.0,63.0,Saturday  ,3,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,138,Eglinton East,138,Eglinton East (138),-79.2412900736737,43.7374944007837
3286,GO-2017399046,1488603600000,1472011200000,2017,March,4,63,Saturday  ,20,2016.0,August,24.0,237.0,Wednesday ,21,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,156,Bendale-Glen Andrew,127,Bendale (127),-79.2535462873403,43.7743904160838
3287,GO-2017399378,1488603600000,1488517200000,2017,March,4,63,Saturday  ,21,2017.0,March,3.0,62.0,Friday    ,0,D14,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.4000961563173,43.6458346888081
3288,GO-2017397941,1488603600000,1488517200000,2017,March,4,63,Saturday  ,16,2017.0,March,3.0,62.0,Friday    ,12,D42,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.3043886850502,43.7795560471416
3289,GO-2017404161,1488690000000,1488690000000,2017,March,5,64,Sunday    ,18,2017.0,March,5.0,64.0,Sunday    ,17,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
3290,GO-2017404402,1488690000000,1483506000000,2017,March,5,64,Sunday    ,18,2017.0,January,4.0,4.0,Wednesday ,8,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,73,Moss Park,73,Moss Park (73),-79.3720301651639,43.6607066445045
3291,GO-2017402492,1488690000000,1485925200000,2017,March,5,64,Sunday    ,12,2017.0,February,1.0,32.0,Wednesday ,8,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2827180429544,43.7778723206886
3292,GO-2017398022,1488690000000,1488430800000,2017,March,5,64,Sunday    ,12,2017.0,March,2.0,61.0,Thursday  ,11,D14,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.401173469687,43.6506592445768
3293,GO-2017410707,1488776400000,1488776400000,2017,March,6,65,Monday    ,18,2017.0,March,6.0,65.0,Monday    ,18,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4924226641346,43.6686347516542
3294,GO-2017410542,1488776400000,1488776400000,2017,March,6,65,Monday    ,18,2017.0,March,6.0,65.0,Monday    ,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4797874086222,43.7698736642979
3295,GO-2017411192,1488776400000,1458792000000,2017,March,6,65,Monday    ,19,2016.0,March,24.0,84.0,Thursday  ,0,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5133460590889,43.7219809649248
3296,GO-2017409074,1488776400000,1488344400000,2017,March,6,65,Monday    ,14,2017.0,March,1.0,60.0,Wednesday ,19,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken,130,Milliken (130),-79.2988336675111,43.8052715744846
3297,GO-2017408715,1488776400000,1488776400000,2017,March,6,65,Monday    ,13,2017.0,March,6.0,65.0,Monday    ,7,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4856746552988,43.6684952355694
3298,GO-2017414646,1488862800000,1488776400000,2017,March,7,66,Tuesday   ,11,2017.0,March,6.0,65.0,Monday    ,10,D55,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.3072786248821,43.6744685678192
3299,GO-2017415194,1488862800000,1488862800000,2017,March,7,66,Tuesday   ,12,2017.0,March,7.0,66.0,Tuesday   ,12,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.4102895000936,43.6595521435217
3300,GO-2017415999,1488862800000,1488862800000,2017,March,7,66,Tuesday   ,14,2017.0,March,7.0,66.0,Tuesday   ,14,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3989225583831,43.6551318370658
3301,GO-2017416747,1488862800000,1488603600000,2017,March,7,66,Tuesday   ,16,2017.0,March,4.0,63.0,Saturday  ,23,D54,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,44,Flemingdon Park,44,Flemingdon Park (44),-79.3303750260684,43.7165689119555
3302,GO-2017414922,1488862800000,1488776400000,2017,March,7,66,Tuesday   ,12,2017.0,March,6.0,65.0,Monday    ,18,D23,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6142753314157,43.7454878135222
3303,GO-2017416503,1488862800000,1481173200000,2017,March,7,66,Tuesday   ,19,2016.0,December,8.0,343.0,Thursday  ,0,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,74,North St.James Town,74,North St.James Town (74),-79.3720680396071,43.6707005196395
3304,GO-2017423430,1488949200000,1488862800000,2017,March,8,67,Wednesday ,16,2017.0,March,7.0,66.0,Tuesday   ,21,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.4151748614035,43.6384217434473
3305,GO-2017418050,1488949200000,1488862800000,2017,March,8,67,Wednesday ,10,2017.0,March,7.0,66.0,Tuesday   ,22,D32,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4700890623674,43.7872884092796
3306,GO-2017425091,1488949200000,1488949200000,2017,March,8,67,Wednesday ,22,2017.0,March,8.0,67.0,Wednesday ,21,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,129,Agincourt North,129,Agincourt North (129),-79.2696231932401,43.7981059647321
3307,GO-2017429255,1489035600000,1444968000000,2017,March,9,68,Thursday  ,14,2015.0,October,16.0,289.0,Friday    ,14,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.2921603123172,43.6856730627359
3308,GO-2017427346,1489035600000,1489035600000,2017,March,9,68,Thursday  ,9,2017.0,March,9.0,68.0,Thursday  ,1,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,53,Henry Farm,53,Henry Farm (53),-79.3433565743483,43.7750060042097
3309,GO-2017428860,1489035600000,1489035600000,2017,March,9,68,Thursday  ,19,2017.0,March,9.0,68.0,Thursday  ,13,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,50,Newtonbrook East,50,Newtonbrook East (50),-79.4185721957211,43.792058546337
3310,GO-2017437857,1489122000000,1488690000000,2017,March,10,69,Friday    ,20,2017.0,March,5.0,64.0,Sunday    ,10,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,74,North St.James Town,74,North St.James Town (74),-79.3737260276771,43.6713221939695
3311,GO-2017435097,1489122000000,1477972800000,2017,March,10,69,Friday    ,12,2016.0,November,1.0,306.0,Tuesday   ,0,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3835749391268,43.6479181857978
3312,GO-2017454684,1489377600000,1489294800000,2017,March,13,72,Monday    ,18,2017.0,March,12.0,71.0,Sunday    ,22,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.2914605869849,43.7269901432566
3313,GO-2017455259,1489377600000,1489208400000,2017,March,13,72,Monday    ,21,2017.0,March,11.0,70.0,Saturday  ,18,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3887141228592,43.6439633742916
3314,GO-2017450905,1489377600000,1489122000000,2017,March,13,72,Monday    ,7,2017.0,March,10.0,69.0,Friday    ,13,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,129,Agincourt North,129,Agincourt North (129),-79.2593992003086,43.8077796302138
3315,GO-2017452210,1489377600000,1489122000000,2017,March,13,72,Monday    ,11,2017.0,March,10.0,69.0,Friday    ,23,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3852217481762,43.6554201753152
3316,GO-2017460365,1489464000000,1488258000000,2017,March,14,73,Tuesday   ,18,2017.0,February,28.0,59.0,Tuesday   ,12,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,19,Long Branch,19,Long Branch (19),-79.5315806297341,43.5889196864293
3317,GO-2017463249,1489550400000,1489550400000,2017,March,15,74,Wednesday ,8,2017.0,March,15.0,74.0,Wednesday ,2,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5715010501232,43.6993007705349
3318,GO-2017465206,1489550400000,1486616400000,2017,March,15,74,Wednesday ,14,2017.0,February,9.0,40.0,Thursday  ,14,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,27,York University Heights,27,York University Heights (27),-79.4977132956479,43.7670170838175
3319,GO-2017471755,1489636800000,1476417600000,2017,March,16,75,Thursday  ,14,2016.0,October,14.0,288.0,Friday    ,0,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.4228484106399,43.6598833550847
3320,GO-2017472744,1489636800000,1489122000000,2017,March,16,75,Thursday  ,16,2017.0,March,10.0,69.0,Friday    ,17,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,158,Islington,14,Islington-City Centre West (14),-79.558703662611,43.644063996935
3321,GO-2017472257,1489636800000,1489208400000,2017,March,16,75,Thursday  ,15,2017.0,March,11.0,70.0,Saturday  ,19,D31,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3322,GO-2017471539,1489636800000,1485752400000,2017,March,16,75,Thursday  ,13,2017.0,January,30.0,30.0,Monday    ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.4351170927214,43.7207603603703
3323,GO-2017478751,1489723200000,1481778000000,2017,March,17,76,Friday    ,15,2016.0,December,15.0,350.0,Thursday  ,0,D33,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),-79.3786626009921,43.8064542836918
3324,GO-2017478073,1489723200000,1489723200000,2017,March,17,76,Friday    ,13,2017.0,March,17.0,76.0,Friday    ,12,D13,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4477363354405,43.6699482442329
3325,GO-2017485796,1489809600000,1489464000000,2017,March,18,77,Saturday  ,18,2017.0,March,14.0,73.0,Tuesday   ,12,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,142,Woburn North,137,Woburn (137),-79.2307976547008,43.7802621959812
3326,GO-2017482818,1489809600000,1489809600000,2017,March,18,77,Saturday  ,11,2017.0,March,18.0,77.0,Saturday  ,0,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.221673428197,43.748593167307
3327,GO-2017488687,1489896000000,1489723200000,2017,March,19,78,Sunday    ,8,2017.0,March,17.0,76.0,Friday    ,22,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.4015353041953,43.6671556846282
3328,GO-2017490874,1489896000000,1489896000000,2017,March,19,78,Sunday    ,16,2017.0,March,19.0,78.0,Sunday    ,15,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.2920684763894,43.7299664332308
3329,GO-2017490468,1489896000000,1489896000000,2017,March,19,78,Sunday    ,15,2017.0,March,19.0,78.0,Sunday    ,14,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,43,Victoria Village,43,Victoria Village (43),-79.3098411280745,43.725471868028
3330,GO-2017490586,1489896000000,1489896000000,2017,March,19,78,Sunday    ,15,2017.0,March,19.0,78.0,Sunday    ,15,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5255003355313,43.6212280759966
3331,GO-2017498053,1489982400000,1428379200000,2017,March,20,79,Monday    ,21,2015.0,April,7.0,97.0,Tuesday   ,7,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,145,Malvern West,132,Malvern (132),-79.2371143232276,43.7983421999685
3332,GO-2017494326,1489982400000,1487739600000,2017,March,20,79,Monday    ,8,2017.0,February,22.0,53.0,Wednesday ,15,D42,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,144,Morningside Heights,131,Rouge (131),-79.2511268190323,43.8366321620062
3333,GO-2017496569,1489982400000,1489809600000,2017,March,20,79,Monday    ,14,2017.0,March,18.0,77.0,Saturday  ,16,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3807554676371,43.6521200974952
3334,GO-2017503072,1490068800000,1446350400000,2017,March,21,80,Tuesday   ,14,2015.0,November,1.0,305.0,Sunday    ,0,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.530854132553,43.6918629680976
3335,GO-2017503879,1490068800000,1353646800000,2017,March,21,80,Tuesday   ,16,2012.0,November,23.0,328.0,Friday    ,0,D14,Nursing Home,Other,2130,220,Theft - Misapprop Funds Over,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.4385924924187,43.6366563245768
3336,GO-2017500910,1490068800000,1489982400000,2017,March,21,80,Tuesday   ,8,2017.0,March,20.0,79.0,Monday    ,16,D42,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,148,East L'Amoreaux,117,L'Amoreaux (117),-79.3118659665614,43.7943505229057
3337,GO-2017501203,1490068800000,1489982400000,2017,March,21,80,Tuesday   ,9,2017.0,March,20.0,79.0,Monday    ,20,D42,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,144,Morningside Heights,131,Rouge (131),-79.1916979768855,43.7995716328204
3338,GO-2017499622,1490068800000,1489982400000,2017,March,21,80,Tuesday   ,22,2017.0,March,20.0,79.0,Monday    ,22,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5081546254046,43.719071169774
3339,GO-2017504035,1490068800000,1490068800000,2017,March,21,80,Tuesday   ,17,2017.0,March,21.0,80.0,Tuesday   ,15,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,95,Annex,95,Annex (95),-79.3941377694399,43.6687140893441
3340,GO-2017510184,1490155200000,1490155200000,2017,March,22,81,Wednesday ,15,2017.0,March,22.0,81.0,Wednesday ,15,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4022861455771,43.6565824513068
3341,GO-2017511140,1490155200000,1487221200000,2017,March,22,81,Wednesday ,18,2017.0,February,16.0,47.0,Thursday  ,22,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,86,Roncesvalles,86,Roncesvalles (86),-79.446645136617,43.6530452455732
3342,GO-2017517248,1490241600000,1490241600000,2017,March,23,82,Thursday  ,16,2017.0,March,23.0,82.0,Thursday  ,14,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,47,Don Valley Village,47,Don Valley Village (47),-79.3634208896732,43.7786046154592
3343,GO-2017516322,1490241600000,1474948800000,2017,March,23,82,Thursday  ,14,2016.0,September,27.0,271.0,Tuesday   ,8,D42,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2683085977179,43.7875720849603
3344,GO-20179003708,1490241600000,1490155200000,2017,March,23,82,Thursday  ,21,2017.0,March,22.0,81.0,Wednesday ,22,D51,"Apartment (Rooming House, Condo)",Apartment,2130,215,Theft Over - Bicycle,Theft Over,72,Regent Park,72,Regent Park (72),-79.3567486477387,43.6578510098913
3345,GO-2017524586,1490328000000,1490328000000,2017,March,24,83,Friday    ,18,2017.0,March,24.0,83.0,Friday    ,18,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,95,Annex,95,Annex (95),-79.3895039413319,43.6696628826621
3346,GO-2017521702,1490328000000,1489982400000,2017,March,24,83,Friday    ,10,2017.0,March,20.0,79.0,Monday    ,12,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,73,Moss Park,73,Moss Park (73),-79.3607032464109,43.6524825539538
3347,GO-2017525578,1490328000000,1487566800000,2017,March,24,83,Friday    ,21,2017.0,February,20.0,51.0,Monday    ,21,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,142,Woburn North,137,Woburn (137),-79.2336987689932,43.7640309143649
3348,GO-2017520631,1490328000000,1490155200000,2017,March,24,83,Friday    ,7,2017.0,March,22.0,81.0,Wednesday ,14,D33,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,53,Henry Farm,53,Henry Farm (53),-79.3286937630777,43.7741245688065
3349,GO-2017528920,1490414400000,1490155200000,2017,March,25,84,Saturday  ,13,2017.0,March,22.0,81.0,Wednesday ,12,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.4143771977327,43.664928211937
3350,GO-2017531103,1490414400000,1490414400000,2017,March,25,84,Saturday  ,20,2017.0,March,25.0,84.0,Saturday  ,15,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,156,Bendale-Glen Andrew,127,Bendale (127),-79.2591698455305,43.7784380272832
3351,GO-2017534365,1490500800000,1490500800000,2017,March,26,85,Sunday    ,11,2017.0,March,26.0,85.0,Sunday    ,4,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4853201849277,43.7789469729578
3352,GO-2017534424,1490500800000,1476417600000,2017,March,26,85,Sunday    ,12,2016.0,October,14.0,288.0,Friday    ,18,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.372370372994,43.7617321669261
3353,GO-2017543247,1490587200000,1490587200000,2017,March,27,86,Monday    ,19,2017.0,March,27.0,86.0,Monday    ,9,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3536122998432,43.7140617296439
3354,GO-2017539658,1490587200000,1459483200000,2017,March,27,86,Monday    ,9,2016.0,April,1.0,92.0,Friday    ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
3355,GO-2017538299,1490587200000,1490587200000,2017,March,27,86,Monday    ,4,2017.0,March,27.0,86.0,Monday    ,4,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3463488073506,43.7482079392568
