OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
3795,GO-20171475463,1502769600000,1502769600000,2017,August,15,227,Tuesday   ,23,2017.0,August,15.0,227.0,Tuesday   ,19,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.392798442782,43.6917659347121
3796,GO-20171479811,1502856000000,1502596800000,2017,August,16,228,Wednesday ,14,2017.0,August,13.0,225.0,Sunday    ,20,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.570762970862,43.7636023067507
3797,GO-20171480048,1502856000000,1502856000000,2017,August,16,228,Wednesday ,14,2017.0,August,16.0,228.0,Wednesday ,11,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3669655318287,43.6630052706565
3798,GO-20171667670,1502856000000,1499745600000,2017,August,16,228,Wednesday ,15,2017.0,July,11.0,192.0,Tuesday   ,15,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.4759642166868,43.6994255770383
3799,GO-20171485445,1502942400000,1502337600000,2017,August,17,229,Thursday  ,11,2017.0,August,10.0,222.0,Thursday  ,4,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.5647835517515,43.7665503986258
3800,GO-20171486693,1502942400000,1498795200000,2017,August,17,229,Thursday  ,14,2017.0,June,30.0,181.0,Friday    ,21,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.4200995950752,43.7359169917145
3801,GO-20171492363,1503028800000,1502337600000,2017,August,18,230,Friday    ,11,2017.0,August,10.0,222.0,Thursday  ,14,D53,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,200,Theft From Mail / Bag / Key,Theft Over,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3538238070803,43.7121693375183
3802,GO-20171494764,1503028800000,1503028800000,2017,August,18,230,Friday    ,18,2017.0,August,18.0,230.0,Friday    ,18,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.3187621583152,43.7571330366701
3803,GO-20171492196,1503028800000,1503028800000,2017,August,18,230,Friday    ,11,2017.0,August,18.0,230.0,Friday    ,9,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3774579767868,43.6420721847605
3804,GO-20171491110,1503028800000,1502683200000,2017,August,18,230,Friday    ,8,2017.0,August,14.0,226.0,Monday    ,14,D11,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,87,High Park-Swansea,87,High Park-Swansea (87),-79.4664483647265,43.6377643105486
3805,GO-20171490546,1503028800000,1502942400000,2017,August,18,230,Friday    ,10,2017.0,August,17.0,229.0,Thursday  ,18,D43,Schools During Un-Supervised Activity,Educational,2130,210,Theft Over,Theft Over,140,Guildwood,140,Guildwood (140),-79.2003948910498,43.7502050212045
3806,GO-20171492382,1503028800000,1503028800000,2017,August,18,230,Friday    ,11,2017.0,August,18.0,230.0,Friday    ,11,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.4108488233407,43.6392399082757
3807,GO-20171492252,1503028800000,1502942400000,2017,August,18,230,Friday    ,12,2017.0,August,17.0,229.0,Thursday  ,21,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,15,Kingsway South,15,Kingsway South (15),-79.5067582422071,43.6617382572295
3808,GO-20179012713,1503028800000,1488344400000,2017,August,18,230,Friday    ,11,2017.0,March,1.0,60.0,Wednesday ,11,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.2969269337484,43.7022507513333
3809,GO-20171499982,1503115200000,1502942400000,2017,August,19,231,Saturday  ,15,2017.0,August,17.0,229.0,Thursday  ,17,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
3810,GO-20171500039,1503115200000,1503115200000,2017,August,19,231,Saturday  ,16,2017.0,August,19.0,231.0,Saturday  ,16,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.2878904008175,43.6872156216156
3811,GO-20171497734,1503115200000,1503115200000,2017,August,19,231,Saturday  ,6,2017.0,August,19.0,231.0,Saturday  ,0,D41,"Police / Courts (Parole Board, Probation Office)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,156,Bendale-Glen Andrew,127,Bendale (127),-79.2700219065631,43.7735857271675
3812,GO-20171505675,1503201600000,1503201600000,2017,August,20,232,Sunday    ,14,2017.0,August,20.0,232.0,Sunday    ,9,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2497876958102,43.7936271192774
3813,GO-20171499181,1503201600000,1502769600000,2017,August,20,232,Sunday    ,10,2017.0,August,15.0,227.0,Tuesday   ,20,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,158,Islington,14,Islington-City Centre West (14),-79.5383559990926,43.6393550132207
3814,GO-20171503258,1503201600000,1503201600000,2017,August,20,232,Sunday    ,2,2017.0,August,20.0,232.0,Sunday    ,1,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.3852551483167,43.6665409461227
3815,GO-20171504702,1503201600000,1413604800000,2017,August,20,232,Sunday    ,11,2014.0,October,18.0,291.0,Saturday  ,0,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5100682515695,43.7177090288019
3816,GO-20171512493,1503288000000,1503288000000,2017,August,21,233,Monday    ,21,2017.0,August,21.0,233.0,Monday    ,13,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.3015316568522,43.824984050395
3817,GO-20171520702,1503374400000,1503374400000,2017,August,22,234,Tuesday   ,19,2017.0,August,22.0,234.0,Tuesday   ,2,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3158417776428,43.7641493103123
3818,GO-20171521220,1503374400000,1498795200000,2017,August,22,234,Tuesday   ,20,2017.0,June,30.0,181.0,Friday    ,12,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.3146118962753,43.7560571841057
3819,GO-20179013097,1503374400000,1503288000000,2017,August,22,234,Tuesday   ,22,2017.0,August,21.0,233.0,Monday    ,22,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,15,Kingsway South,15,Kingsway South (15),-79.5148122643019,43.6579928739199
3820,GO-20171519083,1503374400000,1503028800000,2017,August,22,234,Tuesday   ,15,2017.0,August,18.0,230.0,Friday    ,15,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3777553893951,43.6519572984245
3821,GO-20171517976,1503374400000,1503374400000,2017,August,22,234,Tuesday   ,14,2017.0,August,22.0,234.0,Tuesday   ,14,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.2747800497107,43.6783366676802
3822,GO-20171492232,1503460800000,1503028800000,2017,August,23,235,Wednesday ,17,2017.0,August,18.0,230.0,Friday    ,9,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3799703459631,43.6540566122559
3823,GO-20171517585,1503460800000,1503288000000,2017,August,23,235,Wednesday ,9,2017.0,August,21.0,233.0,Monday    ,23,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.4023731849638,43.6446533989011
3824,GO-20171528041,1503460800000,1503460800000,2017,August,23,235,Wednesday ,20,2017.0,August,23.0,235.0,Wednesday ,20,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,73,Moss Park,73,Moss Park (73),-79.3554356057102,43.6574682574372
3825,GO-20179013121,1503547200000,1502683200000,2017,August,24,236,Thursday  ,13,2017.0,August,14.0,226.0,Monday    ,13,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3787659361735,43.6543157680546
3826,GO-20171530768,1503547200000,1503374400000,2017,August,24,236,Thursday  ,9,2017.0,August,22.0,234.0,Tuesday   ,23,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,143,West Rouge,131,Rouge (131),-79.1443681027048,43.8001045549894
3827,GO-20171523148,1503547200000,1503374400000,2017,August,24,236,Thursday  ,16,2017.0,August,22.0,234.0,Tuesday   ,18,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
3828,GO-20171535503,1503547200000,1503460800000,2017,August,24,236,Thursday  ,23,2017.0,August,23.0,235.0,Wednesday ,12,D33,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.3346068481952,43.7553045934032
3829,GO-20171539342,1503633600000,1502424000000,2017,August,25,237,Friday    ,15,2017.0,August,11.0,223.0,Friday    ,12,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3779146873049,43.6491425429091
3830,GO-20171540529,1503633600000,1500868800000,2017,August,25,237,Friday    ,18,2017.0,July,24.0,205.0,Monday    ,12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.4252043545441,43.7347861792084
3831,GO-20171537917,1503633600000,1503633600000,2017,August,25,237,Friday    ,11,2017.0,August,25.0,237.0,Friday    ,8,NSA,Other Passenger Train,Transit,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
3832,GO-20171540402,1503633600000,1502078400000,2017,August,25,237,Friday    ,19,2017.0,August,7.0,219.0,Monday    ,3,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6017340441854,43.7184366347877
3833,GO-20171545222,1503720000000,1503288000000,2017,August,26,238,Saturday  ,13,2017.0,August,21.0,233.0,Monday    ,12,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,96,Casa Loma,96,Casa Loma (96),-79.4131576785667,43.6785641894484
3834,GO-20171545175,1503720000000,1496289600000,2017,August,26,238,Saturday  ,14,2017.0,June,1.0,152.0,Thursday  ,20,D23,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6018351818376,43.744290300568
3835,GO-20171543777,1503720000000,1503547200000,2017,August,26,238,Saturday  ,8,2017.0,August,24.0,236.0,Thursday  ,19,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,148,East L'Amoreaux,117,L'Amoreaux (117),-79.2992538927465,43.7996556183016
3836,GO-20171548657,1503806400000,1503806400000,2017,August,27,239,Sunday    ,1,2017.0,August,27.0,239.0,Sunday    ,1,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4472899123552,43.6688039254469
3837,GO-20171551476,1503806400000,1501560000000,2017,August,27,239,Sunday    ,15,2017.0,August,1.0,213.0,Tuesday   ,0,D14,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.4438215965874,43.63917530052
3838,GO-20171551338,1503806400000,1503806400000,2017,August,27,239,Sunday    ,14,2017.0,August,27.0,239.0,Sunday    ,14,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,52,Bayview Village,52,Bayview Village (52),-79.3712639657377,43.7703514351632
3839,GO-20171551472,1503806400000,1503806400000,2017,August,27,239,Sunday    ,15,2017.0,August,27.0,239.0,Sunday    ,15,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5817480221764,43.7377736502214
3840,GO-20171551041,1503806400000,1503806400000,2017,August,27,239,Sunday    ,13,2017.0,August,27.0,239.0,Sunday    ,11,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,151,Yonge-Doris,51,Willowdale East (51),-79.4087506069002,43.7628301797243
3841,GO-20171559537,1503892800000,1503892800000,2017,August,28,240,Monday    ,20,2017.0,August,28.0,240.0,Monday    ,20,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3785319118802,43.6598517060853
3842,GO-20171557125,1503892800000,1495080000000,2017,August,28,240,Monday    ,13,2017.0,May,18.0,138.0,Thursday  ,12,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5544607938064,43.6937850171675
3843,GO-20171555876,1503892800000,1494561600000,2017,August,28,240,Monday    ,10,2017.0,May,12.0,132.0,Friday    ,12,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.352478239877,43.6453062990728
3844,GO-20171555515,1503892800000,1503806400000,2017,August,28,240,Monday    ,9,2017.0,August,27.0,239.0,Sunday    ,16,D13,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.4396975168393,43.7127176994585
3845,GO-20171557101,1503892800000,1503806400000,2017,August,28,240,Monday    ,13,2017.0,August,27.0,239.0,Sunday    ,13,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,79,University,79,University (79),-79.401407028389,43.6612962826394
3846,GO-20171556883,1503892800000,1503806400000,2017,August,28,240,Monday    ,12,2017.0,August,27.0,239.0,Sunday    ,16,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3794715645447,43.6560286637288
3847,GO-20171556655,1503892800000,1503806400000,2017,August,28,240,Monday    ,12,2017.0,August,27.0,239.0,Sunday    ,22,NSA,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
