OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
333,GO-20082816710,2008.07.19,2008,July,19,Saturday,201,D42,Shooting,143,West Rouge,131,Rouge (131),-79.1527809,43.79788474
334,GO-20082786692,2008.07.20,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.54597594,43.60628309
335,GO-20082786692,2008.07.20,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.54597594,43.60628309
336,GO-20082786692,2008.07.20,2008,July,20,Sunday,202,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.54597594,43.60628309
337,GO-20082773144,2008.07.26,2008,July,26,Saturday,208,D31,Shooting,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.50901887,43.71507457
338,GO-20082605554,2008.07.27,2008,July,27,Sunday,209,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47717774,43.68966339
339,GO-20082869738,2008.08.02,2008,August,2,Saturday,215,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.36962756,43.65719355
340,GO-20082761191,2008.08.03,2008,August,3,Sunday,216,D14,Other,86,Roncesvalles,86,Roncesvalles (86),-79.43619813,43.64458211
341,GO-20082919665,2008.08.03,2008,August,3,Sunday,216,D55,Stabbing,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.31323885,43.67017397
342,GO-20082756711,2008.08.10,2008,August,10,Sunday,223,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.25727837,43.7873864
343,GO-20082986087,2008.08.22,2008,August,22,Friday,235,D51,Other,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.35634011,43.64939258
344,GO-20082891170,2008.08.24,2008,August,24,Sunday,237,D32,Shooting,35,Westminster-Branson,35,Westminster-Branson (35),-79.44043021,43.76339132
345,GO-20082928965,2008.08.26,2008,August,26,Tuesday,239,D42,Shooting,145,Malvern West,132,Malvern (132),-79.22668422,43.80517658
346,GO-20082373236,2008.08.28,2008,August,28,Thursday,241,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40062434,43.65219293
347,GO-20082881742,2008.09.02,2008,September,2,Tuesday,246,D33,Stabbing,52,Bayview Village,52,Bayview Village (52),-79.37916899,43.7659413
348,GO-20082406153,2008.09.08,2008,September,8,Monday,252,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.46943137,43.69142079
349,GO-20082386684,2008.09.08,2008,September,8,Monday,252,D31,Stabbing,21,Humber Summit,21,Humber Summit (21),-79.54237683,43.75208388
350,GO-20082922744,2008.09.09,2008,September,9,Tuesday,253,D31,Shooting,29,Maple Leaf,29,Maple Leaf (29),-79.48131005,43.72272466
351,GO-20082747960,2008.09.16,2008,September,16,Tuesday,260,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51881841,43.76191141
352,GO-20082909162,2008.09.16,2008,September,16,Tuesday,260,D42,Stabbing,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.28742463,43.78172808
353,GO-20082954481,2008.09.22,2008,September,22,Monday,266,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5141865,43.75546702
354,GO-20082875476,2008.09.24,2008,September,24,Wednesday,268,D31,Other,155,Downsview,26,Downsview-Roding-CFB (26),-79.49021952,43.7347056
355,GO-20082395868,2008.10.03,2008,October,3,Friday,277,D22,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.5112268,43.68398595
356,GO-20083044970,2008.10.09,2008,October,9,Thursday,283,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.51334606,43.72198096
357,GO-20082386395,2008.10.11,2008,October,11,Saturday,285,D14,Other,163,Fort York-Liberty Village,82,Niagara (82),-79.39767911,43.63381308
358,GO-20082897918,2008.10.13,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge,131,Rouge (131),-79.16677803,43.80755073
359,GO-20082897918,2008.10.13,2008,October,13,Monday,287,D42,Stabbing,143,West Rouge,131,Rouge (131),-79.16677803,43.80755073
360,GO-20082823465,2008.10.14,2008,October,14,Tuesday,288,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.2251593,43.74178661
361,GO-20082440245,2008.10.25,2008,October,25,Saturday,299,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.33022064,43.66323311
362,GO-20083023273,2008.10.25,2008,October,25,Saturday,299,D32,Shooting,33,Clanton Park,33,Clanton Park (33),-79.44012098,43.75408705
363,GO-20082863291,2008.11.18,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.21794077,43.77080324
364,GO-20082863291,2008.11.18,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.21794077,43.77080324
365,GO-20082863291,2008.11.18,2008,November,18,Tuesday,323,D43,Stabbing,135,Morningside,135,Morningside (135),-79.21794077,43.77080324
366,GO-20082739826,2008.11.23,2008,November,23,Sunday,328,D22,Other,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),-79.57254805,43.65302118
367,GO-20083049956,2008.11.26,2008,November,26,Wednesday,331,D33,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30979027,43.74213787
368,GO-20082439136,2008.12.03,2008,December,3,Wednesday,338,D22,Stabbing,18,New Toronto,18,New Toronto (18),-79.50889593,43.60153166
369,GO-20082873166,2008.12.06,2008,December,6,Saturday,341,D12,Stabbing,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.47093037,43.69659403
370,GO-20083103211,2008.12.25,2008,December,25,Thursday,360,D41,Other,125,Ionview,125,Ionview (125),-79.27885239,43.73274756
371,GO-20093148206,2009.01.03,2009,January,3,Saturday,3,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.55297972,43.75143328
372,GO-20093100835,2009.01.04,2009,January,4,Sunday,4,D33,Shooting,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.35527126,43.74093449
373,GO-20093118823,2009.01.06,2009,January,6,Tuesday,6,D54,Other,44,Flemingdon Park,44,Flemingdon Park (44),-79.3263503,43.7179651
374,GO-20093167296,2009.01.16,2009,January,16,Friday,16,D12,Stabbing,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.46069265,43.67068028
375,GO-20093043662,2009.01.20,2009,January,20,Tuesday,20,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47435536,43.68851267
376,GO-20093065148,2009.02.01,2009,February,1,Sunday,32,D12,Shooting,113,Weston,113,Weston (113),-79.51131176,43.69833654
377,GO-20092874543,2009.02.10,2009,February,10,Tuesday,41,D41,Shooting,135,Morningside,135,Morningside (135),-79.20570344,43.78567994
378,GO-20093219115,2009.02.22,2009,February,22,Sunday,53,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51166994,43.7660358
379,GO-20092904889,2009.02.26,2009,February,26,Thursday,57,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.47717774,43.68966339
380,GO-20093082434,2009.02.28,2009,February,28,Saturday,59,D41,Shooting,126,Dorset Park,126,Dorset Park (126),-79.2762837,43.75322094
381,GO-20093180676,2009.03.12,2009,March,12,Thursday,71,D31,Stabbing,24,Black Creek,24,Black Creek (24),-79.5288374,43.75877838
382,GO-20093159164,2009.04.02,2009,April,2,Thursday,92,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.26315887,43.72687508
383,GO-20093233433,2009.04.17,2009,April,17,Friday,107,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.33416873,43.66585365
384,GO-20093104776,2009.04.21,2009,April,21,Tuesday,111,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47241599,43.6839916
385,GO-20093185090,2009.04.22,2009,April,22,Wednesday,112,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.49881935,43.68447022
386,GO-20093103646,2009.05.01,2009,May,1,Friday,121,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.50348382,43.66388386
387,GO-20093201614,2009.05.05,2009,May,5,Tuesday,125,D14,Stabbing,84,Little Portugal,84,Little Portugal (84),-79.43700867,43.6499778
388,GO-20093041325,2009.05.09,2009,May,9,Saturday,129,D55,Other,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.32017878,43.66832626
389,GO-20093059077,2009.05.11,2009,May,11,Monday,131,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.50045498,43.66799787
390,GO-20093330600,2009.05.20,2009,May,20,Wednesday,140,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.35111601,43.6590728
391,GO-20093386271,2009.05.20,2009,May,20,Wednesday,140,D23,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48210977,43.68326902
392,GO-20093386271,2009.05.20,2009,May,20,Wednesday,140,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48210977,43.68326902
393,GO-20093250588,2009.06.15,2009,June,15,Monday,166,D12,Stabbing,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55405748,43.69533476
394,GO-20093420102,2009.06.17,2009,June,17,Wednesday,168,D32,Other,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.46762542,43.71572291
395,GO-20093155134,2009.06.21,2009,June,21,Sunday,172,D51,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.35232211,43.64537481
396,GO-20093155134,2009.06.21,2009,June,21,Sunday,172,D51,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.35232211,43.64537481
397,GO-20093440867,2009.07.07,2009,July,7,Tuesday,188,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51115662,43.73645222
398,GO-20093096999,2009.07.11,2009,July,11,Saturday,192,D41,Other,126,Dorset Park,126,Dorset Park (126),-79.28594715,43.77156796
399,GO-20093501395,2009.07.19,2009,July,19,Sunday,200,D43,Shooting,143,West Rouge,131,Rouge (131),-79.12809343,43.79381064
400,GO-20093139087,2009.07.20,2009,July,20,Monday,201,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.29878906,43.78369574
401,GO-20093523913,2009.07.25,2009,July,25,Saturday,206,D14,Shooting,79,University,79,University (79),-79.40746945,43.66590841
402,GO-20093505649,2009.08.01,2009,August,1,Saturday,213,D53,Shooting,95,Annex,95,Annex (95),-79.39543195,43.67189523
403,GO-20093523721,2009.08.02,2009,August,2,Sunday,214,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60636821,43.75500794
404,GO-20093363634,2009.08.04,2009,August,4,Tuesday,216,D51,Shooting,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.49458357,43.61044737
405,GO-20093348714,2009.08.05,2009,August,5,Wednesday,217,D41,Shooting,138,Eglinton East,138,Eglinton East (138),-79.25578146,43.73669759
406,GO-20093515443,2009.08.10,2009,August,10,Monday,222,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59299502,43.73805153
407,GO-20093523004,2009.08.16,2009,August,16,Sunday,228,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58816144,43.74630882
408,GO-20093448946,2009.09.02,2009,September,2,Wednesday,245,D55,Shooting,69,Blake-Jones,69,Blake-Jones (69),-79.33818429,43.67244388
409,GO-20093576028,2009.09.05,2009,September,5,Saturday,248,D51,Shooting,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.36788884,43.65038854
410,GO-20093269913,2009.09.07,2009,September,7,Monday,250,D33,Shooting,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),-79.36912046,43.79128873
411,GO-20093575026,2009.09.12,2009,September,12,Saturday,255,D41,Other,124,Kennedy Park,124,Kennedy Park (124),-79.27266228,43.71755991
412,GO-20093528405,2009.10.10,2009,October,10,Saturday,283,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.43477789,43.63394606
413,GO-20093464087,2009.10.18,2009,October,18,Sunday,291,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37724155,43.65066286
414,GO-20093524643,2009.10.18,2009,October,18,Sunday,291,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.48758849,43.74960108
415,GO-20093425603,2009.10.30,2009,October,30,Friday,303,D13,Shooting,94,Wychwood,94,Wychwood (94),-79.43097982,43.67471654
416,GO-20093588501,2009.11.02,2009,November,2,Monday,306,D54,Shooting,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.34637501,43.67939976
417,GO-20093454028,2009.11.03,2009,November,3,Tuesday,307,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.49669119,43.7519315
418,GO-20093586765,2009.11.04,2009,November,4,Wednesday,308,D53,Stabbing,95,Annex,95,Annex (95),-79.39914072,43.6726845
419,GO-20093593532,2009.11.07,2009,November,7,Saturday,311,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.35443287,43.66501487
420,GO-20093411009,2009.11.07,2009,November,7,Saturday,311,D14,Stabbing,79,University,79,University (79),-79.40746945,43.66590841
421,GO-20093425609,2009.11.11,2009,November,11,Wednesday,315,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.43889937,43.69153429
422,GO-20092776015,2009.11.17,2009,November,17,Tuesday,321,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55063328,43.68822195
423,GO-20093358995,2009.11.22,2009,November,22,Sunday,326,D52,Shooting,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.38772035,43.66563871
424,GO-20093577507,2009.11.22,2009,November,22,Sunday,326,D41,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.26649651,43.76893572
425,GO-20093687835,2009.12.03,2009,December,3,Thursday,337,D31,Shooting,28,Rustic,28,Rustic (28),-79.50475341,43.71573472
426,GO-20093574569,2009.12.05,2009,December,5,Saturday,339,D51,Other,74,North St.James Town,74,North St.James Town (74),-79.37377428,43.66728915
427,GO-20093567900,2009.12.06,2009,December,6,Sunday,340,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5680594,43.75679841
428,GO-20093574814,2009.12.07,2009,December,7,Monday,341,D31,Shooting,113,Weston,113,Weston (113),-79.52378628,43.7023662
429,GO-20093565736,2009.12.09,2009,December,9,Wednesday,343,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.52304256,43.71769714
430,GO-20093391807,2009.12.13,2009,December,13,Sunday,347,D11,Stabbing,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),-79.49860984,43.6655991
431,GO-20093591551,2009.12.18,2009,December,18,Friday,352,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39727175,43.65765974
432,GO-20093543317,2009.12.29,2009,December,29,Tuesday,363,D11,Shooting,90,Junction Area,90,Junction Area (90),-79.47895426,43.665557
433,GO-20103593574,2010.01.02,2010,January,2,Saturday,2,D55,Other,68,North Riverdale,68,North Riverdale (68),-79.35443287,43.66501487
434,GO-20103566324,2010.01.07,2010,January,7,Thursday,7,D42,Shooting,146,Malvern East,132,Malvern (132),-79.21120593,43.81185082
435,GO-20103583884,2010.01.24,2010,January,24,Sunday,24,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39815971,43.65025578
436,GO-20103281627,2010.01.27,2010,January,27,Wednesday,27,D41,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.31708305,43.76201546
437,GO-20103367693,2010.02.03,2010,February,3,Wednesday,34,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37474228,43.66387067
438,GO-20103713412,2010.02.07,2010,February,7,Sunday,38,D12,Shooting,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.50260919,43.69841121
439,GO-20103448094,2010.02.08,2010,February,8,Monday,39,D31,Shooting,28,Rustic,28,Rustic (28),-79.50475341,43.71573472
440,GO-20103456178,2010.02.14,2010,February,14,Sunday,45,D43,Other,138,Eglinton East,138,Eglinton East (138),-79.23793293,43.73812864
441,GO-20103593600,2010.02.15,2010,February,15,Monday,46,D55,Other,70,South Riverdale,70,South Riverdale (70),-79.30865488,43.66363618
442,GO-2010357703,2010.03.11,2010,March,11,Thursday,70,D43,Shooting,136,West Hill,136,West Hill (136),-79.19946946,43.76544094
443,GO-20103680160,2010.03.13,2010,March,13,Saturday,72,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.31337147,43.76653881
444,GO-20103657524,2010.04.04,2010,April,4,Sunday,94,D11,Other,87,High Park-Swansea,87,High Park-Swansea (87),-79.45343918,43.65502403
445,GO-20103733844,2010.04.28,2010,April,28,Wednesday,118,D51,Other,73,Moss Park,73,Moss Park (73),-79.3689085,43.6550194
446,GO-20103427476,2010.05.03,2010,May,3,Monday,123,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.43377345,43.68489818
447,GO-20103662181,2010.05.08,2010,May,8,Saturday,128,D14,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44173417,43.6661294
448,GO-20103709341,2010.05.10,2010,May,10,Monday,130,D42,Stabbing,148,East L'Amoreaux,117,L'Amoreaux (117),-79.31231045,43.79748141
449,GO-20103577964,2010.05.17,2010,May,17,Monday,137,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.47039769,43.6912192
450,GO-20103801763,2010.05.25,2010,May,25,Tuesday,145,D43,Other,135,Morningside,135,Morningside (135),-79.20678435,43.76679423
451,GO-20103795155,2010.05.29,2010,May,29,Saturday,149,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51321728,43.73938318
452,GO-20103568162,2010.05.29,2010,May,29,Saturday,149,D11,Stabbing,87,High Park-Swansea,87,High Park-Swansea (87),-79.4733784,43.64041918
453,GO-20103746928,2010.05.31,2010,May,31,Monday,151,D12,Other,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.50289019,43.69954711
454,GO-20103711024,2010.06.12,2010,June,12,Saturday,163,D22,Other,18,New Toronto,18,New Toronto (18),-79.51184611,43.59932095
455,GO-20103844704,2010.06.12,2010,June,12,Saturday,163,D13,Stabbing,96,Casa Loma,96,Casa Loma (96),-79.41585327,43.68004236
456,GO-20103786264,2010.06.29,2010,June,29,Tuesday,180,D23,Stabbing,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55791477,43.69441511
457,GO-20103773164,2010.06.30,2010,June,30,Wednesday,181,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.50593876,43.67609754
458,GO-20103771858,2010.07.02,2010,July,2,Friday,183,D53,Stabbing,95,Annex,95,Annex (95),-79.40201685,43.66838325
459,GO-20103776066,2010.07.02,2010,July,2,Friday,183,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.4864487,43.74477134
460,GO-20103757791,2010.07.06,2010,July,6,Tuesday,187,D41,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.26666209,43.75589342
461,GO-20102896399,2010.07.09,2010,July,9,Friday,190,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30846122,43.73879313
462,GO-20103360930,2010.07.10,2010,July,10,Saturday,191,D52,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39778881,43.65225396
463,GO-20103587228,2010.07.13,2010,July,13,Tuesday,194,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),-79.329651,43.71530504
464,GO-20103831826,2010.07.14,2010,July,14,Wednesday,195,D41,Stabbing,156,Bendale-Glen Andrew,127,Bendale (127),-79.24675559,43.75525733
465,GO-20103686077,2010.07.16,2010,July,16,Friday,197,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.25912081,43.78740415
466,GO-20103520868,2010.07.30,2010,July,30,Friday,211,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.50688173,43.74031821
467,GO-20103804848,2010.07.30,2010,July,30,Friday,211,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.61180951,43.73168123
468,GO-20103883110,2010.07.31,2010,July,31,Saturday,212,D54,Stabbing,44,Flemingdon Park,44,Flemingdon Park (44),-79.33495372,43.71872428
469,GO-20103561930,2010.08.08,2010,August,8,Sunday,220,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.36862857,43.66586894
470,GO-20103577793,2010.08.14,2010,August,14,Saturday,226,D51,Shooting,74,North St.James Town,74,North St.James Town (74),-79.37510285,43.67049415
471,GO-20103436989,2010.08.14,2010,August,14,Saturday,226,D22,Shooting,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.52721739,43.64382417
472,GO-20103773675,2010.08.24,2010,August,24,Tuesday,236,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.4401782,43.72417865
473,GO-20103412926,2010.08.27,2010,August,27,Friday,239,D14,Stabbing,83,Dufferin Grove,83,Dufferin Grove (83),-79.44019034,43.6514257
474,GO-20103793509,2010.08.29,2010,August,29,Sunday,241,D51,Other,90,Junction Area,90,Junction Area (90),-79.47335128,43.66716162
475,GO-2010GO-2018104863,2010.09.06,2010,September,6,Monday,249,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
476,GO-20103528531,2010.09.10,2010,September,10,Friday,253,D43,Shooting,142,Woburn North,137,Woburn (137),-79.23201792,43.75931034
477,GO-20103836758,2010.09.12,2010,September,12,Sunday,255,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51881841,43.76191141
478,GO-20103912797,2010.09.12,2010,September,12,Sunday,255,D12,Other,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.48897714,43.69770662
479,GO-20103905801,2010.09.25,2010,September,25,Saturday,268,D23,Stabbing,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.51314361,43.68684269
480,GO-20103708472,2010.09.29,2010,September,29,Wednesday,272,D12,Shooting,113,Weston,113,Weston (113),-79.51457615,43.69952521
481,GO-20103708472,2010.09.29,2010,September,29,Wednesday,272,D12,Shooting,113,Weston,113,Weston (113),-79.51457615,43.69952521
482,GO-20103633942,2010.10.04,2010,October,4,Monday,277,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51546025,43.7578622
483,GO-20103834477,2010.10.04,2010,October,4,Monday,277,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.4335353,43.6343689
484,GO-20103561941,2010.10.09,2010,October,9,Saturday,282,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35930155,43.66092803
485,GO-20103561941,2010.10.09,2010,October,9,Saturday,282,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35930155,43.66092803
486,GO-20103520082,2010.10.17,2010,October,17,Sunday,290,D41,Shooting,121,Oakridge,121,Oakridge (121),-79.27699095,43.70239059
487,GO-20103772354,2010.10.25,2010,October,25,Monday,298,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.36202254,43.65759676
488,GO-20103355708,2010.10.27,2010,October,27,Wednesday,300,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),-79.35374777,43.66366991
489,GO-20103911901,2010.11.17,2010,November,17,Wednesday,321,D32,Shooting,37,Willowdale West,37,Willowdale West (37),-79.41457512,43.77169774
490,GO-20103929126,2010.11.20,2010,November,20,Saturday,324,D33,Shooting,47,Don Valley Village,47,Don Valley Village (47),-79.35302642,43.78733884
491,GO-20103988019,2010.11.22,2010,November,22,Monday,326,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.50339745,43.7410703
492,GO-20103904746,2010.11.24,2010,November,24,Wednesday,328,D43,Shooting,142,Woburn North,137,Woburn (137),-79.22963152,43.76038304
493,GO-20103845292,2010.11.27,2010,November,27,Saturday,331,D52,Other,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39179086,43.64474235
494,GO-20103878370,2010.11.29,2010,November,29,Monday,333,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35815883,43.66119182
495,GO-20104003542,2010.12.02,2010,December,2,Thursday,336,D55,Other,62,East End-Danforth,62,East End-Danforth (62),-79.29935608,43.68356935
496,GO-20104016091,2010.12.25,2010,December,25,Saturday,359,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.49093396,43.67124454
497,GO-2018104863,2010.12.29,2010,December,29,Wednesday,363,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
498,GO-20113922539,2011.01.01,2011,January,1,Saturday,1,D14,Stabbing,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39967303,43.64806136
499,GO-20112885827,2011.01.05,2011,January,5,Wednesday,5,D41,Shooting,125,Ionview,125,Ionview (125),-79.27885239,43.73274756
500,GO-20113737551,2011.01.06,2011,January,6,Thursday,6,D43,Other,136,West Hill,136,West Hill (136),-79.19473833,43.76200812
501,GO-20114040426,2011.01.12,2011,January,12,Wednesday,12,D53,Other,95,Annex,95,Annex (95),-79.39660216,43.67471875
502,GO-20114033175,2011.01.13,2011,January,13,Thursday,13,D13,Other,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.43938277,43.70435722
503,GO-20113832781,2011.01.23,2011,January,23,Sunday,23,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37834341,43.66627912
504,GO-20113966773,2011.02.01,2011,February,1,Tuesday,32,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.54751586,43.75097545
505,GO-20113530271,2011.02.05,2011,February,5,Saturday,36,D31,Stabbing,27,York University Heights,27,York University Heights (27),-79.48758849,43.74960108
506,GO-20114017505,2011.02.11,2011,February,11,Friday,42,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.48177414,43.69245528
507,GO-20113948450,2011.02.11,2011,February,11,Friday,42,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.22119656,43.75959965
508,GO-20114017400,2011.02.16,2011,February,16,Wednesday,47,D12,Shooting,113,Weston,113,Weston (113),-79.50945835,43.69729695
509,GO-201139593058,2011.02.19,2011,February,19,Saturday,50,D42,Other,146,Malvern East,132,Malvern (132),-79.23004851,43.79207102
510,GO-20113996966,2011.02.26,2011,February,26,Saturday,57,D42,Shooting,146,Malvern East,132,Malvern (132),-79.21766249,43.79811627
511,GO-20114010034,2011.03.02,2011,March,2,Wednesday,61,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.50149891,43.6648788
512,GO-20114029641,2011.03.03,2011,March,3,Thursday,62,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.42785676,43.66721461
513,GO-20113973677,2011.03.20,2011,March,20,Sunday,79,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55215271,43.69579012
514,GO-20113914456,2011.03.21,2011,March,21,Monday,80,D11,Other,85,South Parkdale,85,South Parkdale (85),-79.43727066,43.63691985
